Date,Event Description,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Location of Incident,Number of Attacks on Health Facilities Reporting Destruction,Number of Attacks on Health Facilities Reporting Damaged,Forceful Entry into Health Facility,Occupation of Health Facility,Vicinity of Health Facility Affected,Health Transportation Destroyed,Health Transportation Damaged,Health Transportation Stolen/Hijacked,Looting/Theft/Robbery/Burglary of Health Supplies,Access Denied or Obstructed,Health Workers Killed,Health Workers Injured,Health Workers Kidnapped,Health Workers Arrested,Known Kidnapping or Arrest Outcome,Health Workers Threatened,Health Workers Assaulted,Health Workers Sexually Assaulted,Latitude,Longitude,Geo Precision
2023-10-10T00:00:00.000Z,"10 October 2023: In Jabalia Refugee Camp, a male doctor was killed in an attack on the camp by Israeli forces. ",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,IDP/Refugee Camp,0,0,0,0,0,0,0,0,0,0,1,0,0,0,null,0,0,0,31.5290924248,34.4840203437,(2) 25 km Precision 
2023-10-10T00:00:00.000Z,10 October 2023: A doctor and her daughter were killed inside their home in an Israeli bombing. ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Home,0,0,0,0,0,0,0,0,0,0,1,0,0,0,null,0,0,0,31.4381976000,34.4035751000,(2) 25 km Precision 
2023-10-10T00:00:00.000Z,"10 October 2023: The home of a doctor was hit during an Israeli airstrike, killing his wife and son. ",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5000000000,34.4666700000,"(3) District, Communicipality or Commune "
2023-10-10T00:00:00.000Z,10 October 2023: A Ministry of Health building was struck by Israeli forces warplanes.,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Compound/Office Building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.4432234000,34.3600070000,(2) 25 km Precision 
2023-10-10T00:00:00.000Z,10 October 2023: A PRCS branch and first aid centre were evacuated due to the concentration of artillery shelling in the vicinity.,Host Government: Military,Israeli Defence Forces,Shelling,Open Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5282137000,34.4831674000,(2) 25 km Precision 
2023-10-10T00:00:00.000Z,10 October 2023: An ambulance was hit by direct Israeli fire. ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Road,0,0,0,0,0,0,1,0,0,0,0,0,0,0,null,0,0,0,31.5497700000,34.5024697000,(2) 25 km Precision 
2023-10-10T00:00:00.000Z,10 October 2023: A UN health centre was struck by Israeli forces warplanes.,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5273091350,34.4516497690,(2) 25 km Precision 
2023-10-09T00:00:00.000Z,09 October 2023: Two health workers were detained. ,Host Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NoInformation,0,0,0,32.0254688000,35.2888075000,"(4) Province, State, Governorate "
2023-10-09T00:00:00.000Z,09 October 2023: A lab technician was killed along with his three children when their home was hit in Israeli airstrikes.,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Home,0,0,0,0,0,0,0,0,0,0,1,0,0,0,null,0,0,0,31.5321920000,34.4667695000,(2) 25 km Precision 
2023-10-09T00:00:00.000Z,09 October 2023: The offices of a medical equipment manufacturing company were damaged during Israeli airstrikes.,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Compound/Office Building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5079873660,34.4315542510,(2) 25 km Precision 
2023-10-09T00:00:00.000Z,"09 October 2023: An ambulance was hit by Israeli airstrikes Between 6-7 crew members were injured, possibly killed. ",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Road,0,0,0,0,0,0,1,0,0,0,0,6,0,0,null,0,0,0,31.5128679000,34.4581358000,(2) 25 km Precision 
2023-10-09T00:00:00.000Z,09 October 2023: Four Red Cross workers were killed and four others wounded in Israeli airstrikes.,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,No Information,0,0,0,0,0,0,0,0,0,0,4,4,0,0,null,0,0,0,31.5000000000,34.4666700000,"(4) Province, State, Governorate "
2023-10-09T00:00:00.000Z,09 October 2023: A private hospital was damaged by Israeli forces airstrikes.,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5079873660,34.4315542510,(2) 25 km Precision 
2023-10-09T00:00:00.000Z,09 October 2023: A hospital was forced to suspend services after repeated bombings in the vicinity making the hospital inaccessible. ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,1,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5391147949,34.5374965383,(2) 25 km Precision 
2023-10-09T00:00:00.000Z,09 October 2023: The children's section of a hospital was damaged by Israeli forces shelling.,Host Government: Military,Israeli Defence Forces,Shelling,Health Building,0,1,0,0,1,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5240854092,34.4434955580,(2) 25 km Precision 
2023-10-09T00:00:00.000Z,09 October 2023: An ambulance was directly targeted by Israeli forces while responding to casualties. Several medics were killed.,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Project Site,0,0,0,0,0,0,1,0,0,0,2,0,0,0,null,0,0,0,31.3445476725,34.3015478332,(2) 25 km Precision 
2023-10-09T00:00:00.000Z,09 October 2023: Two health workers were detained possibly while transporting patients.,Host Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NoInformation,0,0,0,32.0254688000,35.2888075000,"(4) Province, State, Governorate "
2023-10-08T00:00:00.000Z,08 October 2023: A Red Cross centre was hit by Israeli airstrikes.,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5128679000,34.4581358000,"(3) District, Communicipality or Commune "
2023-10-08T00:00:00.000Z,"08 October 2023: In an undisclosed location, health transport was obstructed from delivering health care.",Host Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,null,null,(6) Country
2023-10-08T00:00:00.000Z,"08 October 2023: In an undisclosed location, health transport was obstructed from delivering health care. ",Host Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,null,null,(6) Country
2023-10-08T00:00:00.000Z,08 October 2023: A Red Cross centre was hit by Israeli airstrikes.,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5282137000,34.4831674000,(2) 25 km Precision 
2023-10-08T00:00:00.000Z,"08 October 2023: In an undisclosed location, health transport was obstructed from delivering health care.",Host Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,null,null,(6) Country
2023-10-08T00:00:00.000Z,08 October 2023: A  PRCS hospital was targeted by Israeli airstrikes during the night,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5057881419,34.4304817915,(2) 25 km Precision 
2023-10-08T00:00:00.000Z,08 October 2023: A hospital was hit by Israeli airstrikes during the night. ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3478325696,34.2932331562,(2) 25 km Precision 
2023-10-08T00:00:00.000Z,"08 October 2023: In an undisclosed location, health transport was obstructed from delivering health care.",Host Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,null,null,(6) Country
2023-10-08T00:00:00.000Z,08 October 2023: A Red Cross ambulance was shot at with live bullets fired by Israeli forces while responding to injuries sustained during clashes that broke out.,Host Government: Military,Israeli Defence Forces,Firearms,Checkpoint,0,0,0,0,0,0,1,0,0,0,0,0,0,0,null,0,0,0,31.9007401000,35.2117585000,(2) 25 km Precision 
2023-10-08T00:00:00.000Z,"08 October 2023: In an undisclosed location, health transport was obstructed from delivering health care.",Host Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,31.7629636205,34.9384953773,(6) Country
2023-10-07T00:00:00.000Z,07 October 2023: Two health workers were detained possibly while transporting patients. ,Host Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NoInformation,0,0,0,32.0254688000,35.2888075000,"(3) District, Communicipality or Commune "
2023-10-07T00:00:00.000Z,"07 October 2023: In an undisclosed location, health transport was obstructed from delivering health care likely while transporting patients.",Host Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,null,null,(6) Country
2023-10-07T00:00:00.000Z,"07 October 2023: In an undisclosed location, health transport was obstructed from delivering health care.",Host Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,null,null,(6) Country
2023-10-07T00:00:00.000Z,"07 October 2023: In an undisclosed location, health transport was obstructed from delivering health care.",Host Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,null,null,(6) Country
2023-10-07T00:00:00.000Z,"07 October 2023: In an undisclosed location, two health workers were injured.",Host Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,0,0,0,2,0,0,null,0,0,0,null,null,(6) Country
2023-10-07T00:00:00.000Z,07 October 2023: Three health workers were detained possibly while transporting patients. ,Host Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NoInformation,0,0,0,32.0254688000,35.2888075000,"(4) Province, State, Governorate "
2023-10-07T00:00:00.000Z,07 October 2023: A female health worker and one male ambulance driver of INGO-supported medical facilities were killed in shelling from the Israeli Defence Forces. ,Host Government: Military,Israeli Defence Forces,Shelling,Project Site,0,0,0,0,0,0,0,0,0,0,2,0,0,0,null,0,0,0,31.3436680192,34.3072154252,(2) 25 km Precision 
2023-10-07T00:00:00.000Z,07 October 2023: Two health workers were detained possibly while transporting patients.,Host Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NoInformation,0,0,0,32.0254688000,35.2888075000,"(4) Province, State, Governorate "
2023-10-07T00:00:00.000Z,07 October 2023: Two health workers were killed after two ambulances were hit by an Israeli airstrike.,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Road,0,0,0,0,0,0,2,0,0,0,2,0,0,0,null,0,0,0,31.5282137000,34.4831674000,(2) 25 km Precision 
2023-10-07T00:00:00.000Z,07 October 2023: A hospital was hit in an Israeli forces airstrike. A nurse was killed and an unspecified number of other staff injured. The oxygen station inside the hospital was damaged. ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Missile,Health Building,0,1,0,0,0,0,0,0,0,0,1,1,0,0,null,0,0,0,31.5351927833,34.5093655515,(2) 25 km Precision 
2023-10-07T00:00:00.000Z,"07 October 2023: The Shuâ€™fat Refugee Camp was closed, restricting the movement of more than 27,000 Palestinians from accessing essential services, including health care.",Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,IDP/Refugee Camp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,31.8125660076,35.2458441520,(2) 25 km Precision 
2023-10-07T00:00:00.000Z,"October 2023: A male volunteer with an LNGO was killed by shrapnel from an Israeli tank shell which fired on the house he, alongside his wife and 12 other hostages were being held. The hostages were being held by Hamas militants at the time (Event coded in 45170)",Other,Israeli Defence Forces,Shelling,Home,0,0,0,0,0,0,0,0,0,0,1,0,0,0,null,0,0,0,31.4228038565,34.4905479218,(2) 25 km Precision 
2023-10-07T00:00:00.000Z,"07 October 2023: Three hospital vehicles were targeted by two Israeli airstrikes, killing three staff members and injuring a paramedic. ",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Road,0,0,0,0,0,0,3,0,0,0,3,1,0,0,null,0,0,0,31.4252940871,34.3764781952,(5) Linear Feature e.g. Along Road/River 
2023-10-07T00:00:00.000Z,07 October 2023: Health workers were detained and the keys to their ambulance seized by Israeli forces preventing them from providing treatment to wounded residents.,Host Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,1,0,1,0,0,0,1,NoInformation,0,0,0,32.2189286671,35.2486020280,"(3) District, Communicipality or Commune "
2023-10-07T00:00:00.000Z,07 October 2023: A Palestinian was arrested from an ambulance by Israeli Forces after being injured by their live bullets. ,Host Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.7731513000,35.2595890000,(2) 25 km Precision 
2023-10-07T00:00:00.000Z,07 October 2023: A paramedic was shot and killed by Israeli forces while providing first aid to injured people. ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Project Site,0,0,0,0,0,0,0,0,0,0,1,0,0,0,null,0,0,0,31.4432234000,34.3600070000,(2) 25 km Precision 
2023-10-07T00:00:00.000Z,07 October 2023: An ambulance driver was killed and paramedics injured during an Israeli airstrike that hit an ambulance in front of a hospital.,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,0,0,1,0,0,0,1,2,0,0,null,0,0,0,31.3478325696,34.2932331562,(2) 25 km Precision 
2023-10-07T00:00:00.000Z,07 October 2023: At least one health worker was beaten during an attack on INGO ambulance crews by Israeli forces while they were heading to patients who had been attacked by Israeli settlers.,Host Government: Military,Israeli Defence Forces,Firearms,Checkpoint,0,0,0,0,0,0,0,0,0,0,0,1,0,0,null,0,1,0,32.1521357000,35.2571332000,(2) 25 km Precision 
2023-10-07T00:00:00.000Z,07 October 2023: PRCS team members were denied access to casualties and prevented patient transfers by Israeli forces who closed entrances and exits to a city.,Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,32.2205316000,35.2569374000,(2) 25 km Precision 
2023-10-07T00:00:00.000Z,07 October 2023: A Red Cross centre was damaged in an Israeli air strike.,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5287997847,34.4833327580,(2) 25 km Precision 
2023-10-07T00:00:00.000Z,07 October 2023: A paramedic and a volunteer from Red Cross were injured as a result of an Israeli airstrike  targeting an ambulance.,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Road,0,0,0,0,0,0,1,0,0,0,0,2,0,0,null,0,0,0,31.2752047000,34.2558269000,(2) 25 km Precision 
2023-10-07T00:00:00.000Z,07 October 2023: Three ambulances were targeted by IDF forces,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,No Information,0,0,0,0,0,0,3,0,0,0,0,0,0,0,null,0,0,0,31.4432234000,34.3600070000,(2) 25 km Precision 
2024-06-04T00:00:00.000Z,04 June 2024: Israeli quadcopters dropped bombs at the gates of a hospital.,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3478325696,34.2932331562,(2) 25 km Precision 
2024-06-03T00:00:00.000Z,03 June 2024: The vicinity of a hospital was hit by Israeli airstrikes.,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,1,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3023150385,34.3195736658,(2) 25 km Precision 
2024-06-03T00:00:00.000Z,As reported on 03 June 2024: A hospital was impacted by shelling by suspected Israeli forces.,Host Government: Military,Israeli Defence Forces,Shelling,Health Building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5351927833,34.5093655515,(2) 25 km Precision 
2024-05-31T00:00:00.000Z,"As reported on 31 May 2024: A Malnutrition Stabilisation Centre completely ceased operations, with efforts to relocate its services to another location._x000D_
",Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,Open Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3074484879,34.2412086597,(2) 25 km Precision 
2024-05-31T00:00:00.000Z,"31 May 2024: A PRCS employee was killed by Israeli bombardment on his home. _x000D_
",Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Home,0,0,0,0,0,0,0,0,0,0,1,0,0,0,null,0,0,0,31.2752047000,34.2558269000,(2) 25 km Precision 
2024-05-31T00:00:00.000Z,"As reported on 31 May 2024: In Jabalia Refugee Camp, the fifth floor of an NGO hospital was completely destroyed.",Host Government: Military,Israeli Defence Forces,Unspecified Explosive,IDP/Refugee Camp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5338797038,34.5065653360,(2) 25 km Precision 
2024-05-31T00:00:00.000Z,As reported on 31 May 2024: A hospital and its medical equipment was severely damaged when two floors of the hospital were burnt upon Israeli withdrawal.,Host Government: Military,Israeli Defence Forces,Arson,Health Building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5351927833,34.5093655515,(2) 25 km Precision 
2024-05-31T00:00:00.000Z,As reported on 31 May 2024: A hospital was repurposed into an Israeli military base and command centre.,Host Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,1,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5351927833,34.5093655515,(2) 25 km Precision 
2024-05-30T00:00:00.000Z,30 May 2024: An INGO primary care centre was forced to close due to Israeli military operations in the area.,Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,Open Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3301789722,34.2309951782,(2) 25 km Precision 
2024-05-30T00:00:00.000Z,"May 2024: In Al Maghazi Refugee Camp, a UN-agency clinic was hit by Israeli artillery.",Host Government: Military,Israeli Defence Forces,Artillery,IDP/Refugee Camp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.4202998318,34.3894547415,(2) 25 km Precision 
2024-05-30T00:00:00.000Z,"30 May 2024: In Jabalia Refugee Camp, the vicinity of a hospital was hit by Israeli airstrikes. _x000D_
",Host Government: Military,Israeli Defence Forces,Artillery,IDP/Refugee Camp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5363212588,34.4962499376,(2) 25 km Precision 
2024-05-29T00:00:00.000Z,29 May 2024: Two PRCS paramedics were killed in an Israeli airstrike which hit their ambulance while heading to evacuate wounded Palestinians.,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Road,0,0,0,0,0,0,0,0,0,0,2,0,0,0,null,0,0,0,31.3073018218,34.2413812329,(2) 25 km Precision 
2024-05-29T00:00:00.000Z,29 May 2024: A Palestinian man was injured in the vicinity of an INGO-supported hospital in an Israeli attack.,Host Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,1,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3068618221,34.2459523795,(2) 25 km Precision 
2024-05-29T00:00:00.000Z,"29 May 2024: PRCS ambulance crews were fired at by Israeli troops as they tried to extinguish a fire caused by an Israeli airstrike on one of the three ambulances in their crew, forcing them to withdraw.",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,1,0,0,31.3073018218,34.2413812329,(2) 25 km Precision 
2024-05-29T00:00:00.000Z,As reported on 29 May 2024: A WHO mission was unable to visit a hospital due to delays at a checkpoint.,Host Government: Military,Israeli Defence Forces,Firearms,Checkpoint,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,31.5099820158,34.4544124675,(2) 25 km Precision 
2024-05-28T00:00:00.000Z,"28 May 2024: Red Cross teams were forced to evacuate their field hospital due to growing insecurity, including artillery and air bombardments, and evacuation of residents by Israeli forces.",Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,Open Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3550656000,34.2610942000,(2) 25 km Precision 
2024-05-28T00:00:00.000Z,"28 May 2024: In Bureij Camp, a Red Cross hospital staff member was killed when an Israeli bomb hit his house.",Host Government: Military,Israeli Defence Forces,Unspecified Explosive,IDP/Refugee Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.4384767815,34.4034718931,(2) 25 km Precision 
2024-05-28T00:00:00.000Z,"28 May 2024: An internal medicine and rheumatology consultant was arrested at his home by Israel forces._x000D_
",Host Government: Military,Israeli Defence Forces,Firearms,Home,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NoInformation,0,0,0,31.9030543000,35.1952255000,(2) 25 km Precision 
2024-05-28T00:00:00.000Z,28 May 2024: The main electricity generator at a hospital was completely destroyed by an Israeli strike.,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Health Building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5384016638,34.5013082588,(2) 25 km Precision 
2024-05-28T00:00:00.000Z,"28 May 2024: An ambulance evacuating wounded Palestinians was fired at by Israeli tanks._x000D_
",Host Government: Military,Israeli Defence Forces,Artillery,Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3073018218,34.2413812329,(2) 25 km Precision 
2024-05-28T00:00:00.000Z,"28 May 2024: A doctor and at least five Palestinians, including a child, were shot and killed and an unspecified number injured by Israeli forces near a hospital._x000D_
",Host Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,1,0,0,0,0,0,1,0,0,0,null,0,0,0,31.5384016638,34.5013082588,(2) 25 km Precision 
2024-05-28T00:00:00.000Z,28 May 2024: A clinicl was bombed by Israeli artillery shelling. Health workers and patients were trapped inside.,Host Government: Military,Israeli Defence Forces,Artillery,Health Building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3045013721,34.2381352346,(2) 25 km Precision 
2024-05-28T00:00:00.000Z,28 May 2024: The upper floor of a field hospital was bombed by Israeli artillery shelling. Health workers and patients were trapped inside.,Host Government: Military,Israeli Defence Forces,Artillery,Health Building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3073018218,34.2411654452,(2) 25 km Precision 
2024-05-27T00:00:00.000Z,27 May 2024: The vicinity of an INGO-supported field hospital was hit by Israeli artillery. ,Host Government: Military,Israeli Defence Forces,Artillery,Health Building,0,0,0,0,1,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3068618221,34.2459523795,(2) 25 km Precision 
2024-05-27T00:00:00.000Z,"As reported on 27 May 2024: In Jabalia Refugee Camp, Israeli forces repurposed a dialysis hospital into a military base and operational centre.",Host Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5348718790,34.4972463618,(2) 25 km Precision 
2024-05-27T00:00:00.000Z,"27 May 2024: The entrance of an NGO-supported hospital was hit by Israeli drone strikes, killing two staff members and injuring another. As a result, the hospital was forced to cease all operations.",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Health Building,0,0,0,0,0,0,0,0,0,0,2,1,0,0,null,0,0,0,31.2884899745,34.2498028286,(2) 25 km Precision 
2024-05-27T00:00:00.000Z,27 May 2024: Health workers and patients at an INGO-supported stabilisation point were forced to flee due to intensified hostilities. All medical activities ceased at the facility.,Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,Open Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3074484879,34.2412086597,(2) 25 km Precision 
2024-05-26T00:00:00.000Z,26 May 2024: Ambulance crews were prevented by Israeli soldiers from reaching a boy who was shot by the soldiers. The boy died from his injuries.,Host Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,31.5829285000,35.1452192000,(2) 25 km Precision 
2024-05-26T00:00:00.000Z,26 May 2024: The vicinity of an NGO-supported hospital was hit by Israeli airstrikes.,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,1,0,0,0,0,0,0,0,0,0,null,0,0,0,31.2884899745,34.2498028286,(2) 25 km Precision 
2024-05-26T00:00:00.000Z,"26 May 2024: Following an Israeli airstrike on a displacement camp at a UN-agency site, health workers were unable to transport casualties and injured civilians due to the lack of a hospitals in the area.",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Project Site,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.2752047000,34.2558269000,(2) 25 km Precision 
2024-05-26T00:00:00.000Z,"26 May 2024: In Jenin Refugee Camp, a PRCS emergency station was raided by Israeli forces._x000D_
",Host Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,32.4601429368,35.2877427919,(2) 25 km Precision 
2024-05-26T00:00:00.000Z,26 May 2024: A besieged hospital was unable to transfer or treat patients due to lack of medical equipment.,Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5384016638,34.5013082588,(2) 25 km Precision 
2024-05-25T00:00:00.000Z,"25 May 2024: A UN inter-agency mission to deliver fuel and ambulances to two hospitals was delayed at a checkpoint, where Israeli soldiers demanded physical and vehicular searches as well as biometric checks. The mission was consequently aborted.",Host Government: Military,Israeli Defence Forces,Firearms,Checkpoint,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,1,0,0,31.4432234000,34.3600070000,"(4) Province, State, Governorate "
2024-05-25T00:00:00.000Z,25 May 2024: An ambulance was stopped and searched by Israeli forces during a raid on the village.,Host Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,1,0,0,32.0330000000,35.1040000000,(2) 25 km Precision 
2024-05-24T00:00:00.000Z,24 May 2024: Palestinian civilians in the vicinity of a hospital were fired at by Israeli quadcoptors.,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Health Building,0,0,0,0,1,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5384016638,34.5013082588,(2) 25 km Precision 
2024-05-24T00:00:00.000Z,24 May 2024: The vicinity of an NGO-supported hospital was hit by Israeli artillery.,Host Government: Military,Israeli Defence Forces,Artillery,Health Building,0,0,0,0,1,0,0,0,0,0,0,0,0,0,null,0,0,0,31.2884899745,34.2498028286,(2) 25 km Precision 
2024-05-24T00:00:00.000Z,"24 May 2024: A UN-agency reported that, due to the closure and disruption of two crossings, its health centres did not receive any medical supplies for the past 12 days, affecting medicine stocks, especially antibiotics for children and epilepsy patients. Certain laboratory and dental items and vaccines were out of stock. ",Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.4432234000,34.3600070000,"(4) Province, State, Governorate "
2024-05-24T00:00:00.000Z,24 May 2024: The vicinity of a hospital was hit by Israeli artillery.,Host Government: Military,Israeli Defence Forces,Artillery,Health Building,0,0,0,0,1,0,0,0,0,0,0,0,0,0,null,0,0,0,31.2966677559,34.2434781533,(2) 25 km Precision 
2024-05-23T00:00:00.000Z,"23 May 2024: A PRCS mental health volunteer and his wife were killed after Israeli forces bombed their house._x000D_
",Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Home,0,0,0,0,0,0,0,0,0,0,1,0,0,0,null,0,0,0,31.2830204000,34.2805069396,"(3) District, Communicipality or Commune "
