name,ein,state,year,revenue,expenses,assetsEnd,liabilitiesEnd
Israeli American Council,223951652,CA,2015,17289716,14959392,11320212,68095
Israeli American Council,223951652,CA,2014,10852068,5763189,8961757,39964
Israeli American Council,223951652,CA,2013,5530886,2435634,3863470,30556
Israeli American Council,223951652,CA,2012,3267635,3293005,1063285,325623
Jewish News Service Inc,450949784,MA,2021,2947644,1886056,3411388,5363
Jewish News Service Inc,450949784,MA,2020,2510162,978336,2383818,50517
Jewish News Service Inc,450949784,MA,2019,699803,858326,843427,30005
Jewish News Service Inc,450949784,MA,2018,369836,673235,973384,1439
Jewish News Service Inc,450949784,MA,2017,266689,458996,1276318,974
Jewish News Service Inc,450949784,MA,2016,1107710,381284,1469875,2224
Jewish News Service Inc,450949784,MA,2015,624974,381506,742724,1499
Jewish News Service Inc,450949784,MA,2014,694882,407240,498731,974
Jewish News Service Inc,450949784,MA,2013,461372,394884,210115,0
Jewish News Service Inc,450949784,MA,2012,334978,321206,143627,0
Itrek Inc,455230138,NY,2021,4963544,3763963,10715547,697823
Itrek Inc,455230138,NY,2020,9439468,6826975,9357903,538813
Itrek Inc,455230138,NY,2019,10718943,9372261,8611511,2404914
Itrek Inc,455230138,NY,2018,7668116,7226450,7122068,2262153
Itrek Inc,455230138,NY,2017,6798452,5304385,4568542,150293
Itrek Inc,455230138,NY,2016,5511189,4615325,3009457,85275
Itrek Inc,455230138,NY,2015,66644,323221,2065622,37304
Itrek Inc,455230138,NY,2015,3157396,1681917,2467648,182753
Itrek Inc,455230138,NY,2014,2015438,1211462,936614,127198
Itrek Inc,455230138,NY,2013,5500,60,5440,0
B Nai B Rith,530179971,DC,2020,5894967,5790314,4669956,4968808
B Nai B Rith,530179971,DC,2018,7935450,7005749,4144898,4465631
B Nai B Rith,530179971,DC,2017,7205928,7934468,3798801,5080284
B Nai B Rith,530179971,DC,2016,6379590,7379358,3850326,4516376
B Nai B Rith,530179971,DC,2015,8136944,8012285,3722864,3320613
B Nai B Rith,530179971,DC,2013,7002140,7491633,4132446,4296399
B Nai B Rith,530179971,DC,2011,9668190,13323298,5036031,18581030
B Nai B Rith,530179971,DC,2010,15933982,17351680,7235455,22075681
Joshua Fund,205350994,IN,2021,4392267,4778601,5035217,366146
Joshua Fund,205350994,IN,2020,6059096,5314928,5273981,217177
Joshua Fund,205350994,IN,2019,5430588,5667260,4343715,102834
Joshua Fund,205350994,IN,2018,5798774,5994439,4586510,114291
Joshua Fund,205350994,IN,2017,6126417,6070253,4868582,197649
Joshua Fund,205350994,IN,2016,6416836,7397088,4875747,259570
Joshua Fund,205350994,IN,2015,7483465,7204960,5719195,122493
Joshua Fund,205350994,IN,2014,7760525,7136597,5658754,340075
Joshua Fund,205350994,IN,2013,6187553,6957258,4814076,119995
Joshua Fund,205350994,IN,2012,8217418,6185599,5500565,28787
Behold Israel,471532020,CO,2021,6143953,3842282,8079291,792935
Behold Israel,471532020,CO,2020,5013088,2788103,5542176,558218
Behold Israel,471532020,CO,2019,3877440,3228250,3430786,675193
Behold Israel,471532020,CO,2018,3933701,2835080,2567605,462863
Behold Israel,471532020,CO,2017,2122266,1508723,1018246,312
Behold Israel,471532020,CO,2016,870819,627988,404441,50
Behold Israel,471532020,CO,2015,307919,169066,157886,888
Behold Israel,471532020,CO,2014,59714,41030,18684,0
The Jewish Institute For National Security Of America,521233683,DC,2021,6314808,6540854,7066134,1031877
The Jewish Institute For National Security Of America,521233683,DC,2020,5513850,4807516,6781376,798265
The Jewish Institute For National Security Of America,521233683,DC,2019,5604471,5554967,5826555,765876
The Jewish Institute For National Security Of America,521233683,DC,2018,5180445,4620321,5364742,644254
The Jewish Institute For National Security Of America,521233683,DC,2017,5085008,3816014,4774828,489171
